id,text,entities,meta
91,"In trading on the New York Mercantile Exchange, the U.S. benchmark West Texas Intermediate crude fell 39 cents a barrel to $19.76 for December delivery.","[{""start"": 14, ""end"": 46, ""label"": ""ORGANIZATION""}, {""start"": 52, ""end"": 56, ""label"": ""LOCATION""}, {""start"": 67, ""end"": 90, ""label"": ""PRODUCT""}, {""start"": 102, ""end"": 110, ""label"": ""AMOUNT""}, {""start"": 124, ""end"": 129, ""label"": ""AMOUNT""}, {""start"": 134, ""end"": 142, ""label"": ""TIMEDATE""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
92,"Guarana Antarctica, a Brazilian soft drink, is brought to the U.S. by Amcap, Chevy Chase, Md.","[{""start"": 0, ""end"": 18, ""label"": ""PRODUCT""}, {""start"": 62, ""end"": 66, ""label"": ""LOCATION""}, {""start"": 70, ""end"": 75, ""label"": ""ORGANIZATION""}, {""start"": 77, ""end"": 88, ""label"": ""LOCATION""}, {""start"": 90, ""end"": 92, ""label"": ""LOCATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
93,The Navy awarded Litton Industries Inc.'s Ingalls Shipbuilding division $15.5 million for shipyard services on the Aegis cruiser program.,"[{""start"": 4, ""end"": 8, ""label"": ""ORGANIZATION""}, {""start"": 17, ""end"": 41, ""label"": ""ORGANIZATION""}, {""start"": 42, ""end"": 62, ""label"": ""ORGANIZATION""}, {""start"": 72, ""end"": 85, ""label"": ""AMOUNT""}, {""start"": 115, ""end"": 120, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
94,"The No. 3 U.S. auto maker had a 23.7% plunge in car sales to 22,336 and a 17.5% drop in truck sales to 22,925, which include its minivans and Jeeps.","[{""start"": 10, ""end"": 14, ""label"": ""LOCATION""}, {""start"": 32, ""end"": 37, ""label"": ""AMOUNT""}, {""start"": 61, ""end"": 67, ""label"": ""AMOUNT""}, {""start"": 74, ""end"": 79, ""label"": ""AMOUNT""}, {""start"": 103, ""end"": 109, ""label"": ""AMOUNT""}, {""start"": 142, ""end"": 147, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
95,"GM launched the Geo marque this year to sell cars made in partnership with foreign auto makers, and next year GM's long - awaited Saturn cars will make their debut.","[{""start"": 0, ""end"": 2, ""label"": ""ORGANIZATION""}, {""start"": 16, ""end"": 19, ""label"": ""PRODUCT""}, {""start"": 27, ""end"": 36, ""label"": ""TIMEDATE""}, {""start"": 100, ""end"": 109, ""label"": ""TIMEDATE""}, {""start"": 110, ""end"": 112, ""label"": ""ORGANIZATION""}, {""start"": 130, ""end"": 136, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
96,"Hitachi charges Motorola ""has engaged in fraudulent and inequitable conduct in the procurement of certain Motorola patents"" used in Motorola's MC68030 microprocessor chip.","[{""start"": 0, ""end"": 7, ""label"": ""ORGANIZATION""}, {""start"": 16, ""end"": 24, ""label"": ""ORGANIZATION""}, {""start"": 106, ""end"": 114, ""label"": ""ORGANIZATION""}, {""start"": 132, ""end"": 140, ""label"": ""ORGANIZATION""}, {""start"": 143, ""end"": 150, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
97,"Adm. Goupil, a former Crusader squadron leader, said that the last other country to use Crusaders, the Philippines, retired its last ones two years ago.","[{""start"": 5, ""end"": 11, ""label"": ""PERSON""}, {""start"": 22, ""end"": 30, ""label"": ""PRODUCT""}, {""start"": 88, ""end"": 97, ""label"": ""PRODUCT""}, {""start"": 103, ""end"": 114, ""label"": ""LOCATION""}, {""start"": 138, ""end"": 151, ""label"": ""TIMEDATE""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
98,"Mazda has the Bongo truck and, under its Autozam nameplate, a ""microvan"" called the Scrum.","[{""start"": 0, ""end"": 5, ""label"": ""ORGANIZATION""}, {""start"": 14, ""end"": 19, ""label"": ""PRODUCT""}, {""start"": 41, ""end"": 48, ""label"": ""PRODUCT""}, {""start"": 84, ""end"": 89, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
99,"Consider Oil of Olay, which P&G acquired as part of Richardson - Vicks International in 1985.","[{""start"": 9, ""end"": 20, ""label"": ""PRODUCT""}, {""start"": 28, ""end"": 31, ""label"": ""ORGANIZATION""}, {""start"": 52, ""end"": 84, ""label"": ""ORGANIZATION""}, {""start"": 88, ""end"": 92, ""label"": ""TIMEDATE""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
100,"The 40 - year - old Buddy L concern, based in New York, designs and develops toys under the names ""Buddy L"" and ""My First Buddy,"" he said.","[{""start"": 4, ""end"": 19, ""label"": ""TIMEDATE""}, {""start"": 20, ""end"": 27, ""label"": ""ORGANIZATION""}, {""start"": 46, ""end"": 54, ""label"": ""LOCATION""}, {""start"": 99, ""end"": 106, ""label"": ""PRODUCT""}, {""start"": 113, ""end"": 127, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
101,"She wants something big, and already has looked at the Chrysler New Yorker and Lincoln Town Car.","[{""start"": 55, ""end"": 63, ""label"": ""ORGANIZATION""}, {""start"": 64, ""end"": 74, ""label"": ""PRODUCT""}, {""start"": 79, ""end"": 86, ""label"": ""ORGANIZATION""}, {""start"": 87, ""end"": 95, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
102,"The shuttle Atlantis's crew prepared to return to Earth today several hours earlier than planned to avoid high winds forecast at the landing site at Edwards Air Force Base, Calif.","[{""start"": 12, ""end"": 20, ""label"": ""PRODUCT""}, {""start"": 50, ""end"": 55, ""label"": ""LOCATION""}, {""start"": 56, ""end"": 61, ""label"": ""TIMEDATE""}, {""start"": 62, ""end"": 75, ""label"": ""TIMEDATE""}, {""start"": 173, ""end"": 178, ""label"": ""LOCATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
103,GPA is indeed talking about leasing Western planes to Aeroflot and even about buying Soviet - built Tupolev 204s.,"[{""start"": 0, ""end"": 3, ""label"": ""ORGANIZATION""}, {""start"": 54, ""end"": 62, ""label"": ""ORGANIZATION""}, {""start"": 100, ""end"": 107, ""label"": ""ORGANIZATION""}, {""start"": 108, ""end"": 112, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
104,The Navy is ordering displays for its Aegis cruisers and the Army wants smaller versions for its Abrams battle tanks.,"[{""start"": 4, ""end"": 8, ""label"": ""ORGANIZATION""}, {""start"": 38, ""end"": 43, ""label"": ""PRODUCT""}, {""start"": 61, ""end"": 65, ""label"": ""ORGANIZATION""}, {""start"": 97, ""end"": 103, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
105,"In late 1987, P&G asked the FDA for approval to market Metamucil as the first non-prescription, cholesterol - lowering product in the","[{""start"": 8, ""end"": 12, ""label"": ""TIMEDATE""}, {""start"": 14, ""end"": 17, ""label"": ""ORGANIZATION""}, {""start"": 28, ""end"": 31, ""label"": ""ORGANIZATION""}, {""start"": 55, ""end"": 64, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
106,"The Galileo spacecraft sped unerringly toward the planet Jupiter, while five astronauts aboard the space shuttle Atlantis measured the Earth's ozone layer.","[{""start"": 4, ""end"": 11, ""label"": ""PRODUCT""}, {""start"": 57, ""end"": 64, ""label"": ""PERSON""}, {""start"": 113, ""end"": 121, ""label"": ""PRODUCT""}, {""start"": 135, ""end"": 140, ""label"": ""LOCATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
107,"NASA postponed the liftoff of the space shuttle Atlantis because of rain near the site of the launch pad in Cape Canaveral, Fla.","[{""start"": 0, ""end"": 4, ""label"": ""ORGANIZATION""}, {""start"": 48, ""end"": 56, ""label"": ""PRODUCT""}, {""start"": 108, ""end"": 122, ""label"": ""LOCATION""}, {""start"": 124, ""end"": 127, ""label"": ""LOCATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
108,"Brown - tobacco cigarettes such as Gauloises now make up just 40% of the French tobacco market, half the level of about two decades ago.","[{""start"": 35, ""end"": 44, ""label"": ""PRODUCT""}, {""start"": 45, ""end"": 48, ""label"": ""TIMEDATE""}, {""start"": 57, ""end"": 65, ""label"": ""AMOUNT""}, {""start"": 114, ""end"": 135, ""label"": ""TIMEDATE""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
109,"Conferees also agreed to Pentagon requests to earmark a total of nearly $1 billion for work on both mobile MX and Midgetman nuclear missiles, according to congressional aides.","[{""start"": 25, ""end"": 33, ""label"": ""ORGANIZATION""}, {""start"": 65, ""end"": 82, ""label"": ""AMOUNT""}, {""start"": 107, ""end"": 109, ""label"": ""PRODUCT""}, {""start"": 114, ""end"": 123, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
110,"That acquisition, to be completed by year end, will include the Cover Girl and Clarion makeup lines, making P&G the top marketer of cosmetics in mass - market outlets.","[{""start"": 37, ""end"": 45, ""label"": ""TIMEDATE""}, {""start"": 64, ""end"": 74, ""label"": ""PRODUCT""}, {""start"": 79, ""end"": 86, ""label"": ""PRODUCT""}, {""start"": 108, ""end"": 111, ""label"": ""ORGANIZATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
111,NASA defended itself vigorously and successfully against a Rifkin suit to block the Galileo launch.,"[{""start"": 0, ""end"": 4, ""label"": ""ORGANIZATION""}, {""start"": 59, ""end"": 65, ""label"": ""PERSON""}, {""start"": 84, ""end"": 91, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
112,"Freon, introduced in 1930, revolutionized America by making refrigeration and air conditioning practical after all.","[{""start"": 0, ""end"": 5, ""label"": ""PRODUCT""}, {""start"": 21, ""end"": 25, ""label"": ""TIMEDATE""}, {""start"": 42, ""end"": 49, ""label"": ""LOCATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
113,"Adm. Goupil rejected Dassault's proposal to renovate the Crusaders, saying the cost was impossible to estimate.","[{""start"": 5, ""end"": 11, ""label"": ""PERSON""}, {""start"": 21, ""end"": 29, ""label"": ""ORGANIZATION""}, {""start"": 57, ""end"": 66, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
114,"The company's I.W. Harper brand is the leading bourbon in Japan, with 40% of the market.","[{""start"": 14, ""end"": 25, ""label"": ""PRODUCT""}, {""start"": 58, ""end"": 63, ""label"": ""LOCATION""}, {""start"": 70, ""end"": 73, ""label"": ""AMOUNT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
115,"""Blondes, cocaine and Corvettes,"" mutters Mr. McClelland.","[{""start"": 22, ""end"": 31, ""label"": ""PRODUCT""}, {""start"": 46, ""end"": 56, ""label"": ""PERSON""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
116,"The state of Alaska recently bought the Veritrac system, he says, ""to monitor the Exxon cleanup effort.""","[{""start"": 13, ""end"": 19, ""label"": ""LOCATION""}, {""start"": 40, ""end"": 48, ""label"": ""PRODUCT""}, {""start"": 82, ""end"": 87, ""label"": ""ORGANIZATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
117,Loral will provide to Turkey an electronic countermeasures system for its fleet of F - 16 aircraft.,"[{""start"": 0, ""end"": 5, ""label"": ""ORGANIZATION""}, {""start"": 22, ""end"": 28, ""label"": ""LOCATION""}, {""start"": 83, ""end"": 89, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
118,"France's national tobacco company, known for making brown - tobacco cigarettes such as Gauloises and Gitanes, is branching out.","[{""start"": 0, ""end"": 6, ""label"": ""LOCATION""}, {""start"": 87, ""end"": 96, ""label"": ""PRODUCT""}, {""start"": 101, ""end"": 108, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
119,"The ad is part of Classic Coke's 1990 ad campaign, with the tag line, ""Can't beat the Real Thing.""","[{""start"": 18, ""end"": 32, ""label"": ""PRODUCT""}, {""start"": 33, ""end"": 37, ""label"": ""TIMEDATE""}, {""start"": 71, ""end"": 96, ""label"": ""WORKOFART""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
120,"Jerell paid Ms. Garratt royalties for the line known as Multiples by Sandra Garratt, which are sold primarily through department stores.","[{""start"": 0, ""end"": 6, ""label"": ""ORGANIZATION""}, {""start"": 16, ""end"": 23, ""label"": ""PERSON""}, {""start"": 56, ""end"": 83, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
121,Apache Impala is an open source massively parallel processing SQL query engine for data stored in a computer cluster running Apache Hadoop.,"[{""start"": 0, ""end"": 13, ""label"": ""WORKOFART""}, {""start"": 62, ""end"": 65, ""label"": ""PRODUCT""}, {""start"": 125, ""end"": 138, ""label"": ""PRODUCT""}]","{""source"": ""balanced"", ""language"": ""en""}"
122,Mitsubishi has a futuristic delivery truck called the Guppy.,"[{""start"": 0, ""end"": 10, ""label"": ""ORGANIZATION""}, {""start"": 54, ""end"": 59, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
123,"The $99 CD - ROM disk (it can only be played on an Apple Macintosh computer at the moment) combines animation, music and sound.","[{""start"": 5, ""end"": 7, ""label"": ""AMOUNT""}, {""start"": 51, ""end"": 56, ""label"": ""ORGANIZATION""}, {""start"": 57, ""end"": 66, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
124,"And it helped win defense verdicts in product - liability suits involving scores of products, ranging from Firestone 500 tires to the anti-nausea drug Bendectin.","[{""start"": 107, ""end"": 116, ""label"": ""ORGANIZATION""}, {""start"": 117, ""end"": 120, ""label"": ""PRODUCT""}, {""start"": 151, ""end"": 160, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
125,"As the ad's tone implies, the Texas spirit is pretty xenophobic these days, and Lone Star isn't alone in trying to take advantage of that.","[{""start"": 30, ""end"": 35, ""label"": ""LOCATION""}, {""start"": 64, ""end"": 74, ""label"": ""TIMEDATE""}, {""start"": 80, ""end"": 89, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
126,"The statement is likely to sharpen the debate within France's military establishment over the Rafale, which is made by Avions Marcel Dassault - Breguet Aviation SA.","[{""start"": 53, ""end"": 59, ""label"": ""LOCATION""}, {""start"": 94, ""end"": 100, ""label"": ""PRODUCT""}, {""start"": 119, ""end"": 163, ""label"": ""ORGANIZATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
127,"Sales of its Tide detergent soared earlier this year, for example, after P&G introduced a version that includes a bleach safe for all colors and fabrics.","[{""start"": 13, ""end"": 17, ""label"": ""PRODUCT""}, {""start"": 35, ""end"": 52, ""label"": ""TIMEDATE""}, {""start"": 73, ""end"": 76, ""label"": ""ORGANIZATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
128,"- Lego
- Dead mouse
- Slug
- Dog poop
- Matchbox cars
- Glass
- Rusty Nail
- Thumbtack
- Ice
- Plastic green army men","[{""start"": 2, ""end"": 6, ""label"": ""PRODUCT""}, {""start"": 40, ""end"": 48, ""label"": ""PRODUCT""}, {""start"": 49, ""end"": 53, ""label"": ""PRODUCT""}]","{""source"": ""balanced"", ""language"": ""en""}"
129,"C. Olivetti & Co., claiming it has won the race in Europe to introduce computers based on a powerful new microprocessor chip, unveiled its CP486 computer yesterday.","[{""start"": 51, ""end"": 57, ""label"": ""LOCATION""}, {""start"": 139, ""end"": 144, ""label"": ""PRODUCT""}, {""start"": 154, ""end"": 163, ""label"": ""TIMEDATE""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
130,"Even the Soviet Union came, for the first time in 24 years, to show off its Lada Niva sedan and its futuristic dark - blue ""Kompakt"" model.","[{""start"": 9, ""end"": 21, ""label"": ""LOCATION""}, {""start"": 50, ""end"": 58, ""label"": ""TIMEDATE""}, {""start"": 76, ""end"": 85, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
131,"The computers use the company's own microprocessor called Sparc, Sun said.","[{""start"": 58, ""end"": 63, ""label"": ""PRODUCT""}, {""start"": 65, ""end"": 68, ""label"": ""ORGANIZATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
132,Boeing 747 airplanes can land at the recently built Jiangbei Airport.,"[{""start"": 0, ""end"": 6, ""label"": ""ORGANIZATION""}, {""start"": 7, ""end"": 20, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
133,"The product is the first from a European company based on Intel Corp.'s new 32 - bit 486tm microprocessor, which works several times faster than previously available chips.","[{""start"": 58, ""end"": 71, ""label"": ""ORGANIZATION""}, {""start"": 76, ""end"": 84, ""label"": ""AMOUNT""}, {""start"": 85, ""end"": 90, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
134,"Later that month, it added an entire tank brigade, including 120 T - 72 tanks and more than 40 BMP state - of - the - art infantry fighting vehicles.","[{""start"": 0, ""end"": 16, ""label"": ""TIMEDATE""}, {""start"": 65, ""end"": 71, ""label"": ""PRODUCT""}, {""start"": 95, ""end"": 98, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
135,A French Crusader crash a few months ago heightened pressure for new planes here.,"[{""start"": 9, ""end"": 17, ""label"": ""PRODUCT""}, {""start"": 24, ""end"": 40, ""label"": ""TIMEDATE""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
136,"Honda has a tiny motorcycle called the Monkey, and a slightly larger cousin, the Gorilla.","[{""start"": 0, ""end"": 5, ""label"": ""ORGANIZATION""}, {""start"": 39, ""end"": 45, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
137,"Regie Nationale des Usines Renault, the French auto maker, has a concept car called the Megane.","[{""start"": 0, ""end"": 34, ""label"": ""ORGANIZATION""}, {""start"": 88, ""end"": 94, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
138,It also ordered P&G to produce more studies to buttress its claims that Metamucil can lower cholesterol.,"[{""start"": 16, ""end"": 19, ""label"": ""ORGANIZATION""}, {""start"": 72, ""end"": 81, ""label"": ""PRODUCT""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
139,A Japanese apple called the Fuji is cropping up in orchards the way Hondas did on U.S. roads.,"[{""start"": 68, ""end"": 74, ""label"": ""PRODUCT""}, {""start"": 82, ""end"": 86, ""label"": ""LOCATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
140,The spacecraft's five astronauts are to dispatch the nuclear - powered Galileo space probe on an exploratory mission to Jupiter.,"[{""start"": 71, ""end"": 78, ""label"": ""PRODUCT""}, {""start"": 120, ""end"": 127, ""label"": ""LOCATION""}]","{""source"": ""ontonotes5"", ""language"": ""en""}"
141,"If I were to write a Bukkit Minecraft Plugin in the Java Programming Language, what methods would my Main class require?","[{""start"": 28, ""end"": 37, ""label"": ""PRODUCT""}, {""start"": 52, ""end"": 56, ""label"": ""PRODUCT""}]","{""source"": ""balanced"", ""language"": ""en""}"
